Timestamp,Phone_Number,Zakat,Zakat_Rating,Fitrana,Fitrana_Rating,Sadqa,Sadqa_Rating,Fidya,Fidya_Rating,Flood_Relief,Flood_Relief_Rating,Ramazan_Package,Ramazan_Package_Rating,Kaffara,Kaffara_Rating,Earthquake,Earthquake_Rating,Khairat,Khairat_Rating,Orphan_Care,Orphan_Care_Rating,Khummas,Khummas_Rating,Education,Education_Rating,Marriage,Marriage_Rating,Old_Age_Home,Old_Age_Home_Rating,Aqiqah,Aqiqah_Rating,Engagement
2024-01-23 12:13:00,+44 836 1878421,104,1.04,653,6.53,979,9.79,437,4.37,821,8.21,715,7.15,902,9.02,298,2.98,888,8.88,302,3.02,475,4.75,706,7.06,860,8.6,996,9.96,253,2.53,1
2024-01-23 11:07:00,+61 141 3025570,667,6.67,636,6.36,101,1.01,272,2.72,480,4.8,928,9.28,129,1.29,95,0.95,489,4.89,487,4.87,766,7.66,99,0.99,935,9.35,893,8.93,999,9.99,1
2024-01-23 11:45:00,+61 276 3506038,427,4.27,425,4.25,612,6.12,447,4.47,269,2.69,619,6.19,374,3.74,992,9.92,308,3.08,125,1.25,233,2.33,526,5.26,661,6.61,861,8.61,390,3.9,0
2024-01-23 13:34:00,+61 736 1431790,204,2.04,620,6.2,902,9.02,961,9.61,349,3.49,909,9.09,323,3.23,331,3.31,454,4.54,130,1.3,341,3.41,507,5.07,849,8.49,28,0.28,468,4.68,0
2024-01-23 13:34:00,+61 551 1944916,21,0.21,36,0.36,710,7.1,93,0.93,487,4.87,34,0.34,62,0.62,116,1.16,596,5.96,512,5.12,214,2.14,148,1.48,819,8.19,747,7.47,509,5.09,0
2024-01-23 12:25:00,+1 262 5431828,221,2.21,988,9.88,246,2.46,84,0.84,662,6.62,2,0.02,607,6.07,333,3.33,64,0.64,527,5.27,216,2.16,882,8.82,143,1.43,5,0.05,320,3.2,0
2024-01-23 12:27:00,+91 465 5178489,694,6.94,941,9.41,628,6.28,329,3.29,853,8.53,661,6.61,160,1.6,981,9.81,310,3.1,878,8.78,416,4.16,20,0.2,655,6.55,201,2.01,123,1.23,1
2024-01-23 12:32:00,+44 577 8655903,126,1.26,844,8.44,259,2.59,198,1.98,881,8.81,6,0.06,589,5.89,12,0.12,692,6.92,459,4.59,141,1.41,790,7.9,628,6.28,679,6.79,422,4.22,0
2024-01-23 12:18:00,+44 538 2174143,977,9.77,122,1.22,490,4.9,385,3.85,168,1.68,443,4.43,213,2.13,507,5.07,189,1.89,496,4.96,891,8.91,935,9.35,749,7.49,485,4.85,834,8.34,1
2024-01-23 11:14:00,+81 252 1343294,139,1.39,102,1.02,855,8.55,758,7.58,892,8.92,442,4.42,499,4.99,846,8.46,375,3.75,356,3.56,938,9.38,887,8.87,107,1.07,844,8.44,240,2.4,1
2024-01-23 12:20:00,+61 861 1650074,640,6.4,527,5.27,143,1.43,148,1.48,239,2.39,16,0.16,211,2.11,444,4.44,177,1.77,585,5.85,806,8.06,594,5.94,88,0.88,630,6.3,946,9.46,0
2024-01-23 12:08:00,+92 296 6670390,844,8.44,993,9.93,563,5.63,929,9.29,30,0.3,52,0.52,450,4.5,167,1.67,684,6.84,932,9.32,600,6.0,632,6.32,162,1.62,551,5.51,401,4.01,1
2024-01-23 12:28:00,+92 440 3592956,955,9.55,503,5.03,12,0.12,667,6.67,640,6.4,616,6.16,542,5.42,50,0.5,444,4.44,440,4.4,650,6.5,421,4.21,812,8.12,550,5.5,689,6.89,1
2024-01-23 12:44:00,+44 208 1321104,579,5.79,36,0.36,922,9.22,304,3.04,187,1.87,964,9.64,979,9.79,113,1.13,771,7.71,291,2.91,728,7.28,151,1.51,315,3.15,414,4.14,25,0.25,0
2024-01-23 11:50:00,+61 223 5124157,671,6.71,247,2.47,80,0.8,473,4.73,913,9.13,887,8.87,829,8.29,576,5.76,552,5.52,321,3.21,306,3.06,953,9.53,56,0.56,127,1.27,802,8.02,1
2024-01-23 11:27:00,+44 610 9964099,198,1.98,340,3.4,348,3.48,541,5.41,373,3.73,904,9.04,352,3.52,423,4.23,962,9.62,662,6.62,56,0.56,294,2.94,184,1.84,617,6.17,7,0.07,0
2024-01-23 13:17:00,+81 517 7470700,369,3.69,745,7.45,110,1.1,503,5.03,989,9.89,642,6.42,761,7.61,994,9.94,237,2.37,722,7.22,143,1.43,353,3.53,207,2.07,131,1.31,670,6.7,1
2024-01-23 12:50:00,+92 562 5186263,337,3.37,382,3.82,585,5.85,325,3.25,529,5.29,573,5.73,41,0.41,523,5.23,67,0.67,836,8.36,91,0.91,282,2.82,843,8.43,4,0.04,897,8.97,0
2024-01-23 11:05:00,+61 690 1401487,891,8.91,895,8.95,535,5.35,824,8.24,378,3.78,478,4.78,288,2.88,736,7.36,2,0.02,69,0.69,603,6.03,972,9.72,542,5.42,902,9.02,928,9.28,1
2024-01-23 13:06:00,+81 709 4879518,918,9.18,415,4.15,931,9.31,177,1.77,349,3.49,901,9.01,707,7.07,754,7.54,932,9.32,144,1.44,795,7.95,2,0.02,520,5.2,987,9.87,218,2.18,1
2024-01-23 11:17:00,+61 330 5186716,828,8.28,320,3.2,640,6.4,373,3.73,293,2.93,864,8.64,437,4.37,763,7.63,845,8.45,804,8.04,560,5.6,208,2.08,917,9.17,325,3.25,143,1.43,1
2024-01-23 12:45:00,+44 829 2189369,27,0.27,850,8.5,539,5.39,446,4.46,59,0.59,22,0.22,722,7.22,165,1.65,259,2.59,687,6.87,83,0.83,294,2.94,992,9.92,552,5.52,336,3.36,0
2024-01-23 10:53:00,+1 276 9906234,102,1.02,267,2.67,742,7.42,707,7.07,320,3.2,97,0.97,857,8.57,211,2.11,930,9.3,589,5.89,459,4.59,645,6.45,731,7.31,27,0.27,931,9.31,0
2024-01-23 11:12:00,+92 124 3237192,628,6.28,166,1.66,882,8.82,389,3.89,745,7.45,511,5.11,16,0.16,355,3.55,991,9.91,810,8.1,93,0.93,675,6.75,188,1.88,14,0.14,371,3.71,0
2024-01-23 13:46:00,+91 799 8101123,763,7.63,20,0.2,771,7.71,177,1.77,468,4.68,819,8.19,697,6.97,425,4.25,472,4.72,362,3.62,47,0.47,817,8.17,129,1.29,887,8.87,337,3.37,1
2024-01-23 12:43:00,+1 268 2817601,153,1.53,959,9.59,270,2.7,21,0.21,326,3.26,591,5.91,230,2.3,627,6.27,620,6.2,238,2.38,356,3.56,617,6.17,245,2.45,868,8.68,157,1.57,0
2024-01-23 12:10:00,+61 346 7030242,529,5.29,829,8.29,649,6.49,43,0.43,899,8.99,957,9.57,356,3.56,978,9.78,174,1.74,537,5.37,831,8.31,199,1.99,97,0.97,147,1.47,378,3.78,1
2024-01-23 11:10:00,+1 454 6871634,259,2.59,832,8.32,718,7.18,847,8.47,359,3.59,360,3.6,378,3.78,48,0.48,526,5.26,795,7.95,288,2.88,93,0.93,927,9.27,629,6.29,274,2.74,0
2024-01-23 12:43:00,+1 651 5292683,363,3.63,0,0.0,616,6.16,313,3.13,210,2.1,728,7.28,308,3.08,812,8.12,793,7.93,629,6.29,814,8.14,755,7.55,227,2.27,812,8.12,198,1.98,1
2024-01-23 13:34:00,+81 701 7002335,398,3.98,686,6.86,139,1.39,101,1.01,679,6.79,903,9.03,972,9.72,14,0.14,904,9.04,946,9.46,571,5.71,288,2.88,960,9.6,125,1.25,416,4.16,1
2024-01-23 12:29:00,+1 408 7464330,649,6.49,180,1.8,360,3.6,315,3.15,789,7.89,973,9.73,262,2.62,10,0.1,881,8.81,622,6.22,47,0.47,732,7.32,810,8.1,968,9.68,142,1.42,0
2024-01-23 13:02:00,+1 347 6759640,802,8.02,231,2.31,292,2.92,249,2.49,62,0.62,667,6.67,650,6.5,616,6.16,518,5.18,421,4.21,301,3.01,106,1.06,140,1.4,93,0.93,636,6.36,0
2024-01-23 11:14:00,+81 551 6472696,347,3.47,326,3.26,366,3.66,667,6.67,753,7.53,251,2.51,894,8.94,595,5.95,259,2.59,66,0.66,497,4.97,4,0.04,491,4.91,11,0.11,500,5.0,0
2024-01-23 11:39:00,+61 988 7728872,678,6.78,249,2.49,140,1.4,440,4.4,727,7.27,274,2.74,81,0.81,172,1.72,229,2.29,174,1.74,193,1.93,810,8.1,772,7.72,247,2.47,16,0.16,0
2024-01-23 12:45:00,+92 545 8590666,20,0.2,449,4.49,603,6.03,915,9.15,728,7.28,149,1.49,998,9.98,693,6.93,752,7.52,407,4.07,121,1.21,22,0.22,66,0.66,854,8.54,432,4.32,1
2024-01-23 12:37:00,+91 819 4608238,570,5.7,910,9.1,561,5.61,753,7.53,940,9.4,939,9.39,917,9.17,289,2.89,759,7.59,814,8.14,195,1.95,146,1.46,860,8.6,746,7.46,64,0.64,1
2024-01-23 11:29:00,+44 245 5880462,175,1.75,947,9.47,231,2.31,788,7.88,447,4.47,995,9.95,606,6.06,991,9.91,238,2.38,335,3.35,493,4.93,548,5.48,79,0.79,664,6.64,220,2.2,1
2024-01-23 13:50:00,+92 300 7971185,749,7.49,829,8.29,522,5.22,484,4.84,771,7.71,351,3.51,415,4.15,874,8.74,442,4.42,996,9.96,725,7.25,476,4.76,444,4.44,626,6.26,844,8.44,1
2024-01-23 12:39:00,+61 675 2057368,615,6.15,669,6.69,783,7.83,767,7.67,373,3.73,192,1.92,946,9.46,945,9.45,595,5.95,803,8.03,753,7.53,211,2.11,33,0.33,838,8.38,417,4.17,1
2024-01-23 13:31:00,+1 163 7142615,935,9.35,276,2.76,642,6.42,713,7.13,255,2.55,630,6.3,332,3.32,723,7.23,864,8.64,305,3.05,702,7.02,806,8.06,152,1.52,95,0.95,938,9.38,1
2024-01-23 12:36:00,+81 796 3766338,120,1.2,852,8.52,946,9.46,359,3.59,684,6.84,279,2.79,663,6.63,542,5.42,199,1.99,847,8.47,328,3.28,829,8.29,410,4.1,167,1.67,236,2.36,1
2024-01-23 12:55:00,+91 475 3275225,467,4.67,843,8.43,638,6.38,179,1.79,22,0.22,332,3.32,415,4.15,107,1.07,949,9.49,769,7.69,348,3.48,297,2.97,38,0.38,461,4.61,143,1.43,0
2024-01-23 11:40:00,+61 563 4090652,217,2.17,551,5.51,309,3.09,345,3.45,380,3.8,187,1.87,986,9.86,299,2.99,515,5.15,508,5.08,909,9.09,759,7.59,915,9.15,72,0.72,964,9.64,1
2024-01-23 13:47:00,+81 218 4839024,228,2.28,70,0.7,950,9.5,730,7.3,160,1.6,372,3.72,905,9.05,652,6.52,980,9.8,239,2.39,875,8.75,743,7.43,883,8.83,278,2.78,676,6.76,1
2024-01-23 13:17:00,+92 639 2387074,381,3.81,373,3.73,816,8.16,438,4.38,588,5.88,441,4.41,514,5.14,827,8.27,459,4.59,174,1.74,495,4.95,416,4.16,580,5.8,943,9.43,405,4.05,1
2024-01-23 13:09:00,+92 666 9015823,940,9.4,645,6.45,354,3.54,979,9.79,260,2.6,660,6.6,931,9.31,856,8.56,355,3.55,936,9.36,868,8.68,360,3.6,565,5.65,87,0.87,259,2.59,1
2024-01-23 12:03:00,+81 347 7741717,105,1.05,318,3.18,482,4.82,431,4.31,872,8.72,633,6.33,450,4.5,691,6.91,365,3.65,309,3.09,484,4.84,66,0.66,703,7.03,640,6.4,256,2.56,0
2024-01-23 11:52:00,+92 671 5507750,170,1.7,828,8.28,991,9.91,127,1.27,736,7.36,746,7.46,279,2.79,311,3.11,457,4.57,933,9.33,83,0.83,843,8.43,195,1.95,19,0.19,320,3.2,0
2024-01-23 12:10:00,+81 273 2944002,610,6.1,363,3.63,49,0.49,296,2.96,690,6.9,244,2.44,966,9.66,266,2.66,427,4.27,968,9.68,663,6.63,816,8.16,348,3.48,230,2.3,287,2.87,0
2024-01-23 13:20:00,+81 822 1151941,244,2.44,373,3.73,525,5.25,101,1.01,374,3.74,24,0.24,591,5.91,824,8.24,777,7.77,502,5.02,300,3.0,279,2.79,979,9.79,570,5.7,307,3.07,0
2024-01-23 12:44:00,+1 563 7609743,82,0.82,1000,10.0,609,6.09,658,6.58,761,7.61,437,4.37,944,9.44,678,6.78,175,1.75,120,1.2,452,4.52,425,4.25,810,8.1,735,7.35,867,8.67,1
2024-01-23 12:36:00,+1 175 5211544,166,1.66,278,2.78,402,4.02,902,9.02,36,0.36,784,7.84,87,0.87,605,6.05,111,1.11,488,4.88,878,8.78,385,3.85,273,2.73,36,0.36,403,4.03,0
2024-01-23 12:08:00,+91 646 4303285,172,1.72,756,7.56,922,9.22,809,8.09,64,0.64,333,3.33,233,2.33,816,8.16,800,8.0,166,1.66,231,2.31,577,5.77,892,8.92,33,0.33,62,0.62,0
2024-01-23 13:17:00,+92 910 8014426,52,0.52,580,5.8,629,6.29,705,7.05,871,8.71,834,8.34,5,0.05,653,6.53,53,0.53,190,1.9,138,1.38,169,1.69,392,3.92,173,1.73,807,8.07,0
2024-01-23 11:20:00,+81 611 7110659,827,8.27,688,6.88,116,1.16,698,6.98,539,5.39,450,4.5,245,2.45,898,8.98,491,4.91,647,6.47,378,3.78,673,6.73,308,3.08,94,0.94,541,5.41,1
2024-01-23 13:36:00,+81 313 1719129,345,3.45,0,0.0,720,7.2,282,2.82,624,6.24,706,7.06,561,5.61,751,7.51,724,7.24,93,0.93,791,7.91,860,8.6,629,6.29,142,1.42,400,4.0,0
2024-01-23 13:38:00,+61 319 2422858,699,6.99,437,4.37,249,2.49,325,3.25,538,5.38,543,5.43,291,2.91,702,7.02,181,1.81,776,7.76,938,9.38,581,5.81,722,7.22,105,1.05,47,0.47,0
2024-01-23 12:36:00,+61 478 6549571,67,0.67,464,4.64,547,5.47,855,8.55,338,3.38,470,4.7,590,5.9,138,1.38,593,5.93,654,6.54,256,2.56,187,1.87,954,9.54,338,3.38,373,3.73,0
2024-01-23 11:05:00,+1 139 7834400,758,7.58,583,5.83,238,2.38,511,5.11,447,4.47,531,5.31,648,6.48,323,3.23,169,1.69,340,3.4,27,0.27,760,7.6,574,5.74,877,8.77,278,2.78,0
2024-01-23 12:44:00,+92 992 8442217,230,2.3,991,9.91,429,4.29,610,6.1,16,0.16,214,2.14,339,3.39,626,6.26,6,0.06,712,7.12,54,0.54,343,3.43,291,2.91,79,0.79,407,4.07,0
2024-01-23 13:45:00,+91 152 2397374,942,9.42,315,3.15,436,4.36,95,0.95,481,4.81,111,1.11,239,2.39,168,1.68,562,5.62,715,7.15,705,7.05,368,3.68,676,6.76,797,7.97,294,2.94,0
2024-01-23 13:11:00,+81 937 8076708,126,1.26,432,4.32,623,6.23,614,6.14,28,0.28,629,6.29,989,9.89,778,7.78,488,4.88,883,8.83,944,9.44,200,2.0,360,3.6,666,6.66,165,1.65,1
2024-01-23 13:00:00,+91 664 7289878,881,8.81,334,3.34,243,2.43,516,5.16,775,7.75,264,2.64,976,9.76,168,1.68,278,2.78,936,9.36,369,3.69,135,1.35,183,1.83,965,9.65,700,7.0,1
2024-01-23 12:06:00,+61 142 7986250,622,6.22,148,1.48,900,9.0,272,2.72,377,3.77,389,3.89,515,5.15,387,3.87,896,8.96,939,9.39,765,7.65,685,6.85,691,6.91,969,9.69,41,0.41,1
2024-01-23 11:11:00,+81 818 9273895,745,7.45,176,1.76,21,0.21,256,2.56,931,9.31,191,1.91,87,0.87,633,6.33,171,1.71,450,4.5,965,9.65,967,9.67,644,6.44,109,1.09,208,2.08,0
2024-01-23 13:11:00,+92 453 6526823,235,2.35,323,3.23,236,2.36,509,5.09,100,1.0,80,0.8,433,4.33,55,0.55,873,8.73,379,3.79,821,8.21,782,7.82,936,9.36,362,3.62,549,5.49,0
2024-01-23 12:54:00,+61 580 7617499,159,1.59,155,1.55,362,3.62,791,7.91,613,6.13,713,7.13,867,8.67,217,2.17,732,7.32,752,7.52,755,7.55,507,5.07,655,6.55,899,8.99,509,5.09,1
2024-01-23 13:26:00,+1 675 3032787,767,7.67,902,9.02,791,7.91,905,9.05,44,0.44,863,8.63,456,4.56,982,9.82,717,7.17,396,3.96,879,8.79,389,3.89,562,5.62,983,9.83,552,5.52,1
2024-01-23 10:56:00,+1 197 7650077,869,8.69,730,7.3,6,0.06,454,4.54,432,4.32,336,3.36,846,8.46,642,6.42,58,0.58,62,0.62,149,1.49,106,1.06,930,9.3,614,6.14,498,4.98,0
2024-01-23 13:07:00,+1 193 2785631,110,1.1,724,7.24,499,4.99,374,3.74,340,3.4,564,5.64,714,7.14,885,8.85,926,9.26,542,5.42,140,1.4,556,5.56,548,5.48,377,3.77,254,2.54,1
2024-01-23 13:34:00,+81 495 4116797,340,3.4,504,5.04,397,3.97,74,0.74,177,1.77,951,9.51,882,8.82,171,1.71,782,7.82,142,1.42,609,6.09,865,8.65,966,9.66,630,6.3,308,3.08,0
2024-01-23 11:14:00,+92 532 8860881,961,9.61,214,2.14,974,9.74,245,2.45,479,4.79,147,1.47,434,4.34,703,7.03,353,3.53,5,0.05,780,7.8,114,1.14,12,0.12,56,0.56,805,8.05,0
2024-01-23 13:47:00,+61 776 3029405,228,2.28,10,0.1,889,8.89,564,5.64,950,9.5,894,8.94,334,3.34,788,7.88,339,3.39,705,7.05,965,9.65,496,4.96,813,8.13,77,0.77,244,2.44,1
2024-01-23 12:18:00,+44 932 6010211,119,1.19,508,5.08,454,4.54,453,4.53,601,6.01,33,0.33,683,6.83,568,5.68,311,3.11,259,2.59,207,2.07,636,6.36,490,4.9,647,6.47,612,6.12,0
2024-01-23 12:41:00,+81 571 6707840,452,4.52,180,1.8,482,4.82,987,9.87,549,5.49,657,6.57,801,8.01,885,8.85,799,7.99,725,7.25,91,0.91,530,5.3,301,3.01,765,7.65,580,5.8,1
2024-01-23 13:41:00,+91 440 7078422,903,9.03,791,7.91,473,4.73,73,0.73,96,0.96,363,3.63,459,4.59,716,7.16,734,7.34,745,7.45,877,8.77,614,6.14,139,1.39,922,9.22,829,8.29,1
2024-01-23 12:52:00,+61 191 3076529,961,9.61,856,8.56,252,2.52,203,2.03,693,6.93,599,5.99,348,3.48,306,3.06,449,4.49,798,7.98,59,0.59,591,5.91,521,5.21,361,3.61,813,8.13,1
2024-01-23 13:41:00,+44 539 9675931,787,7.87,423,4.23,355,3.55,812,8.12,982,9.82,956,9.56,799,7.99,665,6.65,5,0.05,180,1.8,876,8.76,378,3.78,630,6.3,597,5.97,806,8.06,1
2024-01-23 12:59:00,+92 713 1743698,815,8.15,716,7.16,727,7.27,790,7.9,843,8.43,636,6.36,842,8.42,649,6.49,764,7.64,239,2.39,539,5.39,49,0.49,70,0.7,30,0.3,394,3.94,1
2024-01-23 12:09:00,+91 556 4193378,644,6.44,564,5.64,440,4.4,983,9.83,877,8.77,577,5.77,672,6.72,578,5.78,358,3.58,543,5.43,637,6.37,714,7.14,881,8.81,261,2.61,560,5.6,1
2024-01-23 11:37:00,+92 596 7464194,463,4.63,216,2.16,728,7.28,885,8.85,781,7.81,384,3.84,993,9.93,815,8.15,447,4.47,677,6.77,955,9.55,65,0.65,932,9.32,878,8.78,269,2.69,1
2024-01-23 12:24:00,+1 419 5613357,540,5.4,662,6.62,710,7.1,214,2.14,76,0.76,305,3.05,494,4.94,205,2.05,322,3.22,458,4.58,464,4.64,467,4.67,769,7.69,851,8.51,354,3.54,0
2024-01-23 12:46:00,+1 823 7770506,932,9.32,167,1.67,905,9.05,83,0.83,251,2.51,459,4.59,401,4.01,306,3.06,364,3.64,847,8.47,711,7.11,428,4.28,423,4.23,1,0.01,192,1.92,0
2024-01-23 12:07:00,+92 144 9954368,413,4.13,99,0.99,752,7.52,461,4.61,127,1.27,93,0.93,659,6.59,636,6.36,182,1.82,936,9.36,458,4.58,634,6.34,644,6.44,411,4.11,948,9.48,0
2024-01-23 13:03:00,+91 443 1922496,365,3.65,531,5.31,326,3.26,6,0.06,771,7.71,720,7.2,636,6.36,902,9.02,793,7.93,635,6.35,689,6.89,210,2.1,630,6.3,90,0.9,453,4.53,1
2024-01-23 11:36:00,+81 878 4874647,132,1.32,620,6.2,912,9.12,517,5.17,228,2.28,938,9.38,307,3.07,8,0.08,935,9.35,788,7.88,560,5.6,73,0.73,686,6.86,70,0.7,74,0.74,0
2024-01-23 13:10:00,+61 552 3739596,273,2.73,845,8.45,91,0.91,427,4.27,256,2.56,580,5.8,650,6.5,804,8.04,908,9.08,23,0.23,79,0.79,727,7.27,298,2.98,646,6.46,782,7.82,1
2024-01-23 11:23:00,+92 879 5684557,730,7.3,941,9.41,860,8.6,148,1.48,893,8.93,500,5.0,244,2.44,198,1.98,973,9.73,487,4.87,457,4.57,685,6.85,955,9.55,407,4.07,255,2.55,1
2024-01-23 13:18:00,+92 679 7445278,292,2.92,134,1.34,853,8.53,7,0.07,417,4.17,221,2.21,704,7.04,181,1.81,515,5.15,432,4.32,743,7.43,866,8.66,215,2.15,704,7.04,576,5.76,0
2024-01-23 12:32:00,+91 892 9444496,759,7.59,938,9.38,64,0.64,343,3.43,940,9.4,824,8.24,704,7.04,120,1.2,781,7.81,230,2.3,972,9.72,692,6.92,478,4.78,76,0.76,46,0.46,1
2024-01-23 11:53:00,+44 866 6696140,219,2.19,298,2.98,350,3.5,734,7.34,327,3.27,549,5.49,705,7.05,907,9.07,715,7.15,184,1.84,400,4.0,880,8.8,554,5.54,80,0.8,414,4.14,0
2024-01-23 12:18:00,+61 172 4837759,958,9.58,55,0.55,198,1.98,703,7.03,120,1.2,753,7.53,670,6.7,591,5.91,19,0.19,640,6.4,117,1.17,504,5.04,394,3.94,472,4.72,562,5.62,0
2024-01-23 11:09:00,+1 718 2342057,412,4.12,655,6.55,94,0.94,196,1.96,417,4.17,780,7.8,614,6.14,94,0.94,954,9.54,639,6.39,889,8.89,885,8.85,785,7.85,368,3.68,998,9.98,1
2024-01-23 12:57:00,+1 307 9273469,263,2.63,667,6.67,321,3.21,585,5.85,45,0.45,567,5.67,932,9.32,106,1.06,942,9.42,681,6.81,526,5.26,463,4.63,690,6.9,229,2.29,844,8.44,1
2024-01-23 13:51:00,+91 459 7104013,555,5.55,483,4.83,259,2.59,555,5.55,687,6.87,788,7.88,729,7.29,779,7.79,813,8.13,439,4.39,791,7.91,475,4.75,677,6.77,277,2.77,74,0.74,1
2024-01-23 11:02:00,+92 677 1425461,719,7.19,391,3.91,287,2.87,631,6.31,640,6.4,616,6.16,92,0.92,484,4.84,18,0.18,585,5.85,502,5.02,906,9.06,754,7.54,636,6.36,624,6.24,1
2024-01-23 12:52:00,+91 885 7012163,635,6.35,435,4.35,829,8.29,584,5.84,920,9.2,971,9.71,333,3.33,872,8.72,357,3.57,641,6.41,764,7.64,583,5.83,547,5.47,107,1.07,188,1.88,1
2024-01-23 11:35:00,+81 547 5155415,688,6.88,19,0.19,814,8.14,225,2.25,166,1.66,815,8.15,218,2.18,626,6.26,531,5.31,398,3.98,198,1.98,346,3.46,872,8.72,644,6.44,521,5.21,0
2024-01-23 12:21:00,+44 916 4751130,535,5.35,737,7.37,393,3.93,43,0.43,898,8.98,948,9.48,704,7.04,941,9.41,7,0.07,305,3.05,331,3.31,803,8.03,708,7.08,131,1.31,584,5.84,1
2024-01-23 11:23:00,+1 195 2524463,605,6.05,924,9.24,257,2.57,565,5.65,42,0.42,498,4.98,632,6.32,472,4.72,832,8.32,419,4.19,242,2.42,342,3.42,630,6.3,340,3.4,960,9.6,1
2024-01-23 13:08:00,+92 831 2324107,508,5.08,54,0.54,273,2.73,151,1.51,972,9.72,855,8.55,966,9.66,572,5.72,611,6.11,360,3.6,384,3.84,690,6.9,821,8.21,378,3.78,910,9.1,1
2024-01-23 11:36:00,+91 961 9201923,806,8.06,207,2.07,433,4.33,777,7.77,220,2.2,994,9.94,748,7.48,248,2.48,454,4.54,559,5.59,904,9.04,974,9.74,966,9.66,210,2.1,543,5.43,1
2024-01-23 12:54:00,+1 870 4451192,435,4.35,916,9.16,661,6.61,874,8.74,212,2.12,538,5.38,204,2.04,165,1.65,72,0.72,590,5.9,917,9.17,290,2.9,282,2.82,23,0.23,666,6.66,0
2024-01-23 11:09:00,+44 434 5260561,682,6.82,585,5.85,822,8.22,281,2.81,392,3.92,175,1.75,106,1.06,321,3.21,664,6.64,498,4.98,615,6.15,935,9.35,593,5.93,9,0.09,230,2.3,0
2024-01-23 12:34:00,+61 529 7720606,71,0.71,724,7.24,731,7.31,26,0.26,625,6.25,392,3.92,4,0.04,779,7.79,576,5.76,247,2.47,508,5.08,584,5.84,372,3.72,73,0.73,710,7.1,0
2024-01-23 12:02:00,+91 339 3513573,527,5.27,371,3.71,432,4.32,415,4.15,460,4.6,611,6.11,37,0.37,592,5.92,803,8.03,703,7.03,319,3.19,106,1.06,3,0.03,279,2.79,305,3.05,0
2024-01-23 11:54:00,+81 452 7751393,790,7.9,250,2.5,619,6.19,783,7.83,810,8.1,311,3.11,321,3.21,860,8.6,465,4.65,408,4.08,223,2.23,609,6.09,322,3.22,228,2.28,336,3.36,1
2024-01-23 12:07:00,+1 309 5584800,730,7.3,533,5.33,880,8.8,31,0.31,641,6.41,664,6.64,654,6.54,16,0.16,344,3.44,509,5.09,584,5.84,912,9.12,582,5.82,875,8.75,296,2.96,1
2024-01-23 13:16:00,+92 671 1944199,339,3.39,621,6.21,709,7.09,206,2.06,232,2.32,728,7.28,999,9.99,194,1.94,31,0.31,512,5.12,186,1.86,683,6.83,311,3.11,956,9.56,16,0.16,0
2024-01-23 12:02:00,+91 825 3304304,581,5.81,440,4.4,234,2.34,765,7.65,253,2.53,667,6.67,906,9.06,536,5.36,405,4.05,568,5.68,137,1.37,189,1.89,740,7.4,119,1.19,231,2.31,0
2024-01-23 13:15:00,+91 179 6523937,97,0.97,922,9.22,751,7.51,62,0.62,162,1.62,442,4.42,746,7.46,526,5.26,760,7.6,403,4.03,219,2.19,822,8.22,952,9.52,454,4.54,251,2.51,0
2024-01-23 13:12:00,+92 195 3986942,669,6.69,24,0.24,869,8.69,829,8.29,234,2.34,892,8.92,799,7.99,962,9.62,587,5.87,415,4.15,108,1.08,297,2.97,667,6.67,971,9.71,765,7.65,1
2024-01-23 11:56:00,+1 720 3408758,202,2.02,647,6.47,400,4.0,535,5.35,462,4.62,809,8.09,0,0.0,155,1.55,572,5.72,364,3.64,830,8.3,659,6.59,814,8.14,654,6.54,751,7.51,1
2024-01-23 11:10:00,+1 217 6035826,577,5.77,619,6.19,713,7.13,85,0.85,882,8.82,537,5.37,232,2.32,779,7.79,857,8.57,921,9.21,48,0.48,744,7.44,847,8.47,834,8.34,250,2.5,1
2024-01-23 12:34:00,+61 440 5943831,983,9.83,435,4.35,552,5.52,352,3.52,629,6.29,669,6.69,488,4.88,346,3.46,619,6.19,628,6.28,465,4.65,376,3.76,882,8.82,666,6.66,464,4.64,1
2024-01-23 11:50:00,+91 671 3355881,855,8.55,236,2.36,224,2.24,81,0.81,130,1.3,530,5.3,230,2.3,612,6.12,148,1.48,903,9.03,906,9.06,149,1.49,105,1.05,239,2.39,865,8.65,0
2024-01-23 13:18:00,+44 404 5781763,975,9.75,266,2.66,815,8.15,529,5.29,465,4.65,807,8.07,857,8.57,757,7.57,409,4.09,901,9.01,648,6.48,438,4.38,86,0.86,480,4.8,88,0.88,1
2024-01-23 11:27:00,+44 256 2187058,732,7.32,808,8.08,121,1.21,285,2.85,50,0.5,26,0.26,70,0.7,301,3.01,560,5.6,838,8.38,406,4.06,0,0.0,730,7.3,393,3.93,316,3.16,0
2024-01-23 11:10:00,+61 294 2233144,612,6.12,526,5.26,689,6.89,561,5.61,949,9.49,14,0.14,627,6.27,430,4.3,22,0.22,801,8.01,19,0.19,716,7.16,835,8.35,111,1.11,102,1.02,0
2024-01-23 13:53:00,+44 408 5919450,408,4.08,843,8.43,353,3.53,537,5.37,294,2.94,785,7.85,329,3.29,929,9.29,134,1.34,392,3.92,469,4.69,482,4.82,422,4.22,515,5.15,861,8.61,1
